workerid,proliferate.condition,WCO,animacy,condition,determiner,item,response,slide_number,trial_type,catch_trials,subject_information.age,subject_information.assess,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
147,Sentence Rating,Y,A,YQA,Q,queen,0.98,32,one_slider,[],20,Confused,Leslie Esquivel UCI Psych of Language ,2,1,Female,Spanish,Chrome,Mac,900,1440,8.1252,
147,Sentence Rating,N,A,NQA,Q,doctor,0.7,33,one_slider,[],20,Confused,Leslie Esquivel UCI Psych of Language ,2,1,Female,Spanish,Chrome,Mac,900,1440,8.1252,
147,Sentence Rating,N,A,NDA,D,coach,0.94,34,one_slider,[],20,Confused,Leslie Esquivel UCI Psych of Language ,2,1,Female,Spanish,Chrome,Mac,900,1440,8.1252,
147,Sentence Rating,Y,I,YDI,D,bartender,0.77,35,one_slider,[],20,Confused,Leslie Esquivel UCI Psych of Language ,2,1,Female,Spanish,Chrome,Mac,900,1440,8.1252,
424,Sentence Rating,,,,,,1,,one_slider_practice,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,,,,,,0.71,,one_slider_practice,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,f,l,filler,i,filler3,0.94,6,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,A,YDA,D,fan,0.24,7,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,A,YQA,Q,dentist,0.33,8,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,A,YQA,Q,travelagent,0.28,9,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,A,NDA,D,coach,0.44,10,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,f,l,filler,i,filler2,0.87,11,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,A,NDA,D,groom,1,12,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,A,YDA,D,supervisor,0,13,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,I,NDI,D,priest,0.83,14,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,A,NQA,Q,pianist,0.96,15,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,I,NDI,D,doctor,0.3,16,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,f,l,filler,i,filler1,1,17,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,f,l,filler,i,filler6,0,18,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,I,NQI,Q,artist,0.95,19,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,I,NDI,D,professor,1,20,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,A,NQA,Q,scientist,1,21,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,A,YQA,Q,choreographer,0.27,22,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,f,l,filler,i,filler5,0,23,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,I,YDI,D,bartender,0.25,24,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,A,YDA,D,stylist,0.9,25,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,I,YDI,D,pilot,0.36,26,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,I,NQI,Q,CEO,0.72,27,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,I,YQI,Q,conductor,0.9,28,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,I,YDI,D,chef,1,29,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,f,l,filler,i,filler4,0.17,30,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,A,NDA,D,queen,1,31,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,A,NQA,Q,troopleader,0.81,32,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,I,YQI,Q,playwright,0.69,33,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,Y,I,YQI,Q,patient,0.27,34,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
424,Sentence Rating,N,I,NQI,Q,nutritionist,0.84,35,one_slider,[],22,Yes,Kamile Macandili UCI Psych of Language,3,1,Female,Tagalog,Chrome,Windows,1080,1920,92.75936666666666,
146,Sentence Rating,,,,,,0.28,,one_slider_practice,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,,,,,,0.38,,one_slider_practice,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,I,YDI,D,scientist,0.57,6,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,f,l,filler,i,filler1,0.5,7,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,A,NQA,Q,chef,0.67,8,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,I,NDI,D,dentist,0.64,9,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,I,YDI,D,queen,0.65,10,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,f,l,filler,i,filler5,0.26,11,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,A,YQA,Q,doctor,0.5,12,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,I,NDI,D,groom,0.69,13,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,f,l,filler,i,filler6,0.43,14,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,f,l,filler,i,filler2,0.2,15,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,A,YDA,D,travelagent,0.24,16,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,I,NQI,Q,nutritionist,0.62,17,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,I,YQI,Q,stylist,0.57,18,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,I,YDI,D,troopleader,0.09,19,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,A,YQA,Q,bartender,0.42,20,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,A,YDA,D,artist,0.58,21,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,f,l,filler,i,filler3,0.89,22,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,I,YQI,Q,CEO,0.28,23,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,I,YQI,Q,patient,0.62,24,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,I,NDI,D,choreographer,0.44,25,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,I,NQI,Q,supervisor,0.3,26,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,A,NQA,Q,fan,0.3,27,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,A,NDA,D,playwright,0.51,28,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,A,NDA,D,pianist,0.57,29,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,I,NQI,Q,priest,0.55,30,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,A,YQA,Q,conductor,0.25,31,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,f,l,filler,i,filler4,0.34,32,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,Y,A,YDA,D,pilot,0.31,33,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,A,NDA,D,coach,0.32,34,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
146,Sentence Rating,N,A,NQA,Q,professor,0.42,35,one_slider,[],19,Yes,"Erin Hwang 
UCI Psych of Language",2,1,Female,"English, Korean",Chrome,Mac,900,1440,3.6084833333333335,
174,Sentence Rating,,,,,,0.64,,one_slider_practice,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,,,,,,1,,one_slider_practice,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,A,YQA,Q,priest,0.11,6,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,A,YQA,Q,groom,0.13,7,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,A,YDA,D,pianist,0.55,8,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,f,l,filler,i,filler3,0.89,9,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,I,NQI,Q,CEO,0.7,10,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,A,NDA,D,pilot,0.62,11,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,I,YQI,Q,stylist,0.82,12,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,I,NDI,D,nutritionist,1,13,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,A,NDA,D,patient,1,14,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,A,NQA,Q,chef,0.83,15,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,A,YDA,D,troopleader,1,16,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,A,NDA,D,dentist,1,17,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,I,YQI,Q,coach,0.21,18,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,f,l,filler,i,filler4,0.35,19,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,I,YDI,D,queen,0.61,20,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,I,NQI,Q,bartender,1,21,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,I,NDI,D,scientist,1,22,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,f,l,filler,i,filler2,0.21,23,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,I,NDI,D,playwright,0.68,24,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,I,YQI,Q,travelagent,0.71,25,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,I,YDI,D,choreographer,0.74,26,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,f,l,filler,i,filler1,1,27,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,I,YDI,D,artist,1,28,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,A,YQA,Q,conductor,0.22,29,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,A,NQA,Q,supervisor,1,30,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,I,NQI,Q,professor,0.91,31,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,Y,A,YDA,D,fan,0.58,32,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,f,l,filler,i,filler6,0,33,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,f,l,filler,i,filler5,0,34,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
174,Sentence Rating,N,A,NQA,Q,doctor,1,35,one_slider,[],20,Yes,"Mikel Sanchez, UCI Psych of Language",2,1,Male,English,Firefox,Mac,956,1470,26.3283,
350,Sentence Rating,,,,,,0.41,,one_slider_practice,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,,,,,,0.68,,one_slider_practice,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,Y,A,YDA,D,nutritionist,0.68,6,one_slider,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,N,A,NDA,D,doctor,0.69,7,one_slider,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,f,l,filler,i,filler4,0.87,8,one_slider,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,Y,A,YQA,Q,bartender,0.93,9,one_slider,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,Y,I,YDI,D,queen,0.94,10,one_slider,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,f,l,filler,i,filler1,0.3,11,one_slider,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,N,A,NDA,D,chef,0.84,12,one_slider,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,Y,A,YDA,D,travelagent,0.5,13,one_slider,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,N,I,NQI,Q,groom,0.63,14,one_slider,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,Y,I,YQI,Q,supervisor,0.42,15,one_slider,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
350,Sentence Rating,Y,I,YQI,Q,patient,0.6,16,one_slider,[],19,Confused,"Beybelynn Flores, ""UCI Psych of Language""",2,1,Female,spanish,Safari,Mac,956,1470,20.146366666666665,
